name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
"Sunny, Modern 1 BR in E. Williamsburg",966806,t,Williamsburg,Brooklyn,40.71065,-73.94102,Entire condo,Entire home/apt,2,1.0,185.0,1125,317,27,1,0.16,631
HANCOCK VERY SMALL ROOM,758441,f,Bedford-Stuyvesant,Brooklyn,40.68532,-73.91881,Private room in home,Private room,1,1.0,99.0,365,365,7,4,0.04,147
Private Bdrm /Bath 1 block Ctrl Prk,1317343,f,Upper West Side,Manhattan,40.78615,-73.97394,Private room in rental unit,Private room,1,2.0,115.0,365,351,209,1,1.26,284
"Spacious, modern private suite in large apartment",552343,f,Sunset Park,Brooklyn,40.66161712766098,-73.99192061645073,Private room in condo,Private room,2,1.0,180.0,10,328,21,1,0.13,1077
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73756,-73.9535,Entire rental unit,Entire home/apt,4,1.0,352.0,365,167,48,29,0.34,659
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73756,-73.9535,Entire rental unit,Entire home/apt,4,1.0,352.0,365,167,31,29,0.21,620
A lovely room w/ a Manhattan view,110506,f,Sunnyside,Queens,40.74523,-73.92318,Private room in condo,Private room,1,1.0,84.0,150,164,36,1,0.2,687
Beautiful Lower East Side Loft,184755,f,Lower East Side,Manhattan,40.71992,-73.99167,Entire loft,Entire home/apt,5,3.0,563.0,240,196,70,1,0.39,442
@HouseOnHenrySt - Private 2nd bedroom w/shared use,11481,f,Carroll Gardens,Brooklyn,40.67813,-74.00062,Private room in townhouse,Private room,2,1.0,185.0,60,364,220,4,1.22,462
Studio 3 blocks from Empire State Building,188082,f,Midtown,Manhattan,40.7449,-73.98499,Entire rental unit,Entire home/apt,2,1.0,170.0,365,351,4,1,0.04,309
BROOKLYN VICTORIAN STYLE SUITE.....,181376,f,Fort Greene,Brooklyn,40.69287,-73.97108,Private room in home,Private room,2,1.0,110.0,30,365,232,2,1.3,185
Creative South Williamsburg Studio,198411,f,Williamsburg,Brooklyn,40.70894,-73.95234,Entire rental unit,Entire home/apt,2,0.0,80.0,120,195,125,1,0.7,374
Beautiful Queens Brownstone! - 5BR,204539,f,Ridgewood,Queens,40.70309,-73.89963,Entire townhouse,Entire home/apt,16,5.0,427.0,730,365,13,10,0.08,311
Room in Beautiful Townhouse.,204586,f,Mott Haven,Bronx,40.80635,-73.92201,Private room in rental unit,Private room,1,1.0,60.0,40,263,0,1,0.0,146
Room in Huge 1200sf W Harlem Suite,1632149,t,Harlem,Manhattan,40.80272,-73.95316,Private room in rental unit,Private room,1,1.0,87.0,60,222,101,1,0.65,347
Private Studio Near Columbia Presbyterian Hospital,1644999,t,Washington Heights,Manhattan,40.83249,-73.94466,Entire rental unit,Entire home/apt,2,0.0,210.0,42,229,82,1,0.52,927
"Luxury Williamsburg, Brooklyn LOFT",1649300,f,Williamsburg,Brooklyn,40.71923,-73.9582,Entire rental unit,Entire home/apt,5,1.0,238.0,150,296,290,1,1.8,383
Upper East 1 BDRM Great Location!,92788,f,Upper East Side,Manhattan,40.77534,-73.95106,Entire rental unit,Entire home/apt,2,1.0,179.0,120,363,162,1,1.01,499
2 bedroom apartment in charming brick townhouse,1380060,f,Fort Greene,Brooklyn,40.6974983215332,-73.97722625732422,Entire rental unit,Entire home/apt,4,3.0,125.0,200,36,129,1,0.79,1161
Cozy&Clean in a great neighborhood,1381171,f,Harlem,Manhattan,40.82176,-73.94522,Entire rental unit,Entire home/apt,4,1.0,124.0,30,64,0,1,0.0,128
Contemporary & Classic Sanctuary on the Hudson,1384559,t,Upper West Side,Manhattan,40.79632,-73.97643,Entire condo,Entire home/apt,2,1.0,248.0,50,98,245,1,1.5,1149
2 Bedroom Gem - Prime LES Location,1397115,t,Lower East Side,Manhattan,40.719482,-73.98877,Entire rental unit,Entire home/apt,4,2.0,170.0,360,302,83,2,0.52,577
2 Bedroom apt.in Manhattan/New York,519554,f,Lower East Side,Manhattan,40.71941,-73.98968,Entire rental unit,Entire home/apt,4,2.0,235.0,60,365,90,3,0.57,203
Couldn't Be Closer To Columbia Uni,867225,t,Morningside Heights,Manhattan,40.8063,-73.95985,Private room in bed and breakfast,Private room,2,1.0,68.0,730,208,135,2,0.77,144
Large Room pr/h Br/St in Park Slope,210746,t,Park Slope,Brooklyn,40.68009896425498,-73.9746189673198,Private room in home,Private room,2,1.0,85.0,1125,312,74,3,0.41,601
Dreamy Loft Style w own bathroom,35935,t,Bedford-Stuyvesant,Brooklyn,40.6829,-73.95701,Private room in home,Private room,3,1.0,108.0,365,301,28,6,0.16,657
Private clean spacious room - Across from subway,164675,t,Kensington,Brooklyn,40.64295,-73.97293,Private room in rental unit,Private room,1,1.0,68.0,180,189,62,1,0.52,541
Modern  Condo w/Luxury Amenities by McCarren Park,65610,f,Williamsburg,Brooklyn,40.72136,-73.95674,Entire condo,Entire home/apt,2,1.0,175.0,180,285,1,3,0.02,869
"Brooklyn: Bright, Spacious & Cozy + Good Vibes",1410714,f,Crown Heights,Brooklyn,40.66385,-73.93229,Private room in rental unit,Private room,1,1.0,65.0,70,166,32,2,0.22,680
"Master Bedroom Private Bath Avaliable, Astoria",1411399,f,Astoria,Queens,40.76716,-73.91177,Private room in rental unit,Private room,2,1.0,94.0,760,365,19,3,0.12,179
Cozy New York  City private room,1366310,f,Woodside,Queens,40.74496,-73.91167,Private room in rental unit,Private room,2,1.0,95.0,1125,365,285,2,1.74,506
Classic East Village Studio (great location),1415590,f,East Village,Manhattan,40.72499,-73.99198,Entire rental unit,Entire home/apt,4,1.0,212.0,30,351,36,1,0.22,366
Greenpoint with cats June 24-July 28,33188,t,Greenpoint,Brooklyn,40.72617,-73.95264,Entire rental unit,Entire home/apt,2,2.0,125.0,40,363,3,4,0.06,469
Cozy bedroom near Times Square,1698391,No info available,Hell's Kitchen,Manhattan,40.76269,-73.99361,Private room in rental unit,Private room,1,1.0,82.0,1125,310,185,3,1.44,270
Clean Quiet Room NYC Accessible,1251372,f,Co-op City,Bronx,40.86773,-73.82023,Private room in rental unit,Private room,2,1.0,41.0,180,290,21,2,0.13,273
Unique private room and bathroom in Brownstone,1740216,f,Harlem,Manhattan,40.81319,-73.94194,Private room in condo,Private room,2,1.0,135.0,365,166,95,2,0.59,639
Large Private Midtown Room!,1732559,t,Hell's Kitchen,Manhattan,40.75622,-73.99455,Private room in rental unit,Private room,2,1.0,133.0,150,96,248,1,1.56,308
NYC Gem. Great Location & Value.,1503258,t,Long Island City,Queens,40.75619,-73.92029,Entire rental unit,Entire home/apt,1,1.0,87.0,120,112,4,2,0.03,413
"Private, sunny two-bedroom near subway & shops",244071,t,Ditmars Steinway,Queens,40.77868,-73.90652,Private room in townhouse,Private room,2,2.0,170.0,120,30,117,1,0.66,1121
cozy studio with parking spot,204539,f,Middle Village,Queens,40.71567,-73.87842,Entire guesthouse,Entire home/apt,4,1.0,117.0,365,365,33,10,0.18,84
Clean and convenient 2BR apartment,204539,f,Ridgewood,Queens,40.70422,-73.89778,Entire rental unit,Entire home/apt,7,2.0,223.0,730,365,5,10,0.03,145
3 floors of luxury!,204539,f,Middle Village,Queens,40.71778,-73.87714,Entire townhouse,Entire home/apt,12,4.0,298.0,730,365,16,10,0.09,204
Beautiful Uptown Manhattan apartmnt,253385,f,Harlem,Manhattan,40.80255,-73.95803,Private room in rental unit,Private room,2,1.0,172.0,60,365,0,1,0.0,254
S/Rm Br/st  PSlope great for  Med/Stu,210746,t,Park Slope,Brooklyn,40.6789595110935,-73.97409474641334,Private room in guest suite,Private room,2,1.0,95.0,1125,230,207,3,1.16,617
Artist apt in Park Slope w/backyard,1774431,f,Park Slope,Brooklyn,40.67534,-73.98345,Entire rental unit,Entire home/apt,2,2.0,166.0,300,362,10,1,0.07,161
Exquisite Spacious Studio in Midtown,417652,f,Chelsea,Manhattan,40.74828,-73.9917,Entire rental unit,Entire home/apt,2,1.0,290.0,90,364,152,1,0.95,473
COMFORTABLE LARGE ROOM,1785800,f,Prospect-Lefferts Gardens,Brooklyn,40.66,-73.95203,Private room in home,Private room,2,1.0,83.0,180,199,10,3,0.06,265
Lower East Side 1bedroom apt in NYC,314377,f,Chinatown,Manhattan,40.71481,-73.99059,Private room in rental unit,Private room,2,1.0,120.0,90,268,162,1,1.01,337
"Designer’s loft, roof deck best W’burg",1879389,t,Williamsburg,Brooklyn,40.71942398164986,-73.96005436966747,Private room in loft,Private room,2,1.0,295.0,7,80,159,2,0.99,608
1 Bd Manhattan NYC Entire Apt 1 yr or 1 mos. min.,1423613,f,Inwood,Manhattan,40.8677,-73.92122,Entire rental unit,Entire home/apt,2,1.0,81.0,365,315,21,1,0.17,174
Charming furnished Studio-Loft,1436404,f,Upper East Side,Manhattan,40.77549,-73.95128,Entire rental unit,Entire home/apt,1,0.0,95.0,300,206,1,1,0.01,148
Entire Luxury 2br/2ba in Prime Williamsburg!,1442346,f,Williamsburg,Brooklyn,40.70937,-73.9657,Entire rental unit,Entire home/apt,4,2.0,350.0,360,365,2,1,0.01,899
"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,f,Prospect Heights,Brooklyn,40.67782,-73.97205,Private room in rental unit,Private room,2,3.0,630.0,90,365,185,1,1.13,392
"Gordy’s Place for Large Groups 8Rms, 5Bth, 24+beds",1420300,t,Bedford-Stuyvesant,Brooklyn,40.68607,-73.95536,Entire home,Entire home/apt,16,7.0,1358.0,1125,223,251,1,1.55,1212
Beautiful Private Bedroom - Downstairs,1469036,t,Harlem,Manhattan,40.8078,-73.95232,Private room in home,Private room,2,1.0,78.0,1125,289,144,2,1.23,1122
Bedroom in my apartment with a private bathroom.,258164,f,East Harlem,Manhattan,40.79934,-73.94236,Private room in guest suite,Private room,2,1.0,125.0,30,323,304,1,1.7,374
Work From Our Home w/ Loft,168525,t,Williamsburg,Brooklyn,40.71065,-73.95087,Private room in rental unit,Private room,1,1.0,154.0,45,36,123,2,0.85,384
Elegant NYC Pad,272006,t,Ditmars Steinway,Queens,40.772472,-73.906075,Entire rental unit,Entire home/apt,3,1.0,99.0,360,285,166,1,0.93,704
"Clean & cozy 1BR in Cobble Hill, GREAT location!",199392,f,Brooklyn Heights,Brooklyn,40.69003,-73.99338,Private room in rental unit,Private room,2,1.0,344.0,90,180,295,1,1.67,859
The Brownstone-Luxury 1 Bd Apt/NYC,276291,t,East Harlem,Manhattan,40.80747,-73.94076,Entire rental unit,Entire home/apt,2,1.0,116.0,365,260,392,2,2.2,432
New York City- Riverdale Modern two bedrooms unit,1931205,f,Spuyten Duyvil,Bronx,40.88095,-73.91701,Entire guest suite,Entire home/apt,2,2.0,204.0,1125,365,146,1,1.32,953
Great room priv/bathrm Eastside location 70's ST,1935291,f,Upper East Side,Manhattan,40.77,-73.95842,Private room in rental unit,Private room,1,1.0,120.0,365,180,105,1,0.66,203
Historic townhouse in convenient location,1939728,f,Washington Heights,Manhattan,40.83521,-73.93836,Private room in home,Private room,2,2.0,74.0,1125,134,13,1,0.16,434
Stylish Designer Studio with Piano,1981742,f,Harlem,Manhattan,40.82903,-73.94204,Entire rental unit,Entire home/apt,2,0.0,130.0,60,365,42,1,0.27,209
New York City for All Seasons!,70234,f,Upper West Side,Manhattan,40.78221,-73.98357,Private room in rental unit,Private room,1,1.0,126.0,1125,365,25,1,0.16,58
Traveling Nurses and Medical Professionals,277379,t,Harlem,Manhattan,40.8238,-73.94444,Private room in rental unit,Private room,2,1.0,41.0,1125,240,686,2,3.98,766
Charming Brooklyn Studio,1491538,f,Crown Heights,Brooklyn,40.67223,-73.95556,Entire rental unit,Entire home/apt,2,0.0,120.0,365,259,344,1,2.1,764
Carroll Gardens Gem-2BD with Garden,1496847,t,Carroll Gardens,Brooklyn,40.67933,-73.995,Entire rental unit,Entire home/apt,4,2.0,289.0,365,256,134,1,0.82,823
Cozy Railroad Apt.,107853,f,Little Italy,Manhattan,40.719,-73.99764,Private room in rental unit,Private room,1,1.0,87.0,180,55,59,1,0.38,472
"Sunny, Quiet West Village/Meatpacking 1BR Gem",1515730,f,West Village,Manhattan,40.73431,-74.00225,Entire rental unit,Entire home/apt,2,1.0,200.0,365,164,116,1,0.72,772
"Spacious 1BR, Adorable Clean Quiet",282927,f,Lower East Side,Manhattan,40.71946,-73.98641,Entire rental unit,Entire home/apt,2,1.0,150.0,1125,228,60,1,0.34,339
"Bright, Bedstuy Gem",2316542,f,Bedford-Stuyvesant,Brooklyn,40.68928,-73.93908,Entire home,Entire home/apt,3,2.0,200.0,1125,364,295,1,1.88,445
Curated 1BR on the prettiest block of the LES,282315,f,Lower East Side,Manhattan,40.71937,-73.98387,Entire rental unit,Entire home/apt,2,1.0,218.0,1125,166,39,1,0.26,318
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,352.0,365,167,49,29,0.31,620
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,352.0,365,165,91,29,0.59,620
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,352.0,180,155,190,29,1.19,624
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,352.0,365,167,161,29,1.03,515
Loft Suite,417504,f,Greenpoint,Brooklyn,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,352.0,180,167,46,29,0.29,583
Panoramic View Central Park & NYC,568585,f,Upper West Side,Manhattan,40.79131,-73.9694,Entire rental unit,Entire home/apt,2,1.0,300.0,90,188,63,1,0.42,526
Large Double Room  Queenbed Wifi,1539749,f,Bedford-Stuyvesant,Brooklyn,40.68435,-73.94825,Private room in rental unit,Private room,2,2.0,73.0,90,212,51,4,0.33,431
Brownstone full floor 900sft. Dog and Pet Friendly,520189,f,Prospect-Lefferts Gardens,Brooklyn,40.65914535522461,-73.95812225341797,Entire rental unit,Entire home/apt,4,1.0,415.0,120,346,125,1,0.78,1136
"Family friendly, in Boerum/Cobble Hill",1621363,t,Boerum Hill,Brooklyn,40.68561,-73.98919,Entire rental unit,Entire home/apt,5,2.0,300.0,1125,320,33,3,0.21,903
"Apartment in Crown Heights, BKLYN",2050338,f,Crown Heights,Brooklyn,40.67128,-73.94307,Entire home,Entire home/apt,6,3.0,190.0,200,142,188,3,1.2,780
Perfect NYC/Williamsburg Location,1286417,f,Williamsburg,Brooklyn,40.71294,-73.94461,Private room in rental unit,Private room,2,1.0,163.0,60,179,178,1,1.11,298
"DM reWeekly Rate: Lush Garden, Huge Kitchen, Peace",2714164,f,Greenpoint,Brooklyn,40.72292,-73.94577,Entire rental unit,Entire home/apt,3,1.0,138.0,120,321,46,1,0.3,746
Bright and Quiet 2 BR in Park Slope,85006178,f,South Slope,Brooklyn,40.66481,-73.97776,Entire rental unit,Entire home/apt,4,2.0,145.0,1125,234,354,1,2.29,913
Cozy & SPacious in d heart Astoria,2105276,f,Astoria,Queens,40.76456,-73.91749,Entire rental unit,Entire home/apt,3,1.0,150.0,30,363,42,1,0.26,163
Feel like you never leave your home,1220404,f,East New York,Brooklyn,40.66646,-73.89254,Entire home,Entire home/apt,7,3.0,66.0,30,314,153,2,0.97,366
Furnished Bedroom with private half bath,1550578,f,Harlem,Manhattan,40.80692,-73.95481,Private room in condo,Private room,1,1.0,61.0,365,288,57,1,0.35,370
Wonderful Room on the UES 2,1439222,f,Upper East Side,Manhattan,40.77298,-73.95813,Private room in rental unit,Private room,1,1.0,65.0,1125,258,7,1,0.11,180
Sunny 1BR East Harlem Apartment,8605,f,East Harlem,Manhattan,40.79675,-73.93634,Entire rental unit,Entire home/apt,2,1.0,150.0,60,88,12,1,0.08,98
Perfect for Traveling Medical Professionals,277379,t,Harlem,Manhattan,40.8239,-73.94242,Private room in rental unit,Private room,2,1.0,45.0,365,195,666,2,4.21,1146
Large Sunny Bedroom with Bay Window,745069,f,Harlem,Manhattan,40.82359,-73.94601,Private room in rental unit,Private room,1,1.0,64.0,60,293,32,2,0.2,104
Harlem/Hamilton Heights Sunny Room,745069,f,Harlem,Manhattan,40.82295,-73.94433,Private room in rental unit,Private room,1,1.0,64.0,90,311,29,2,0.18,157
Clinton Hill Duplex near Pratt w/Huge Patio!,1597481,t,Bedford-Stuyvesant,Brooklyn,40.69533,-73.96058,Private room in condo,Private room,2,1.0,156.0,1125,337,154,1,0.95,905
Share in NYC's trendy East Village,1617817,f,East Village,Manhattan,40.73216,-73.98678,Private room in rental unit,Private room,2,1.0,95.0,90,303,189,1,1.17,381
"Spacious, Furnished Unit with Private Backyard",2103888,f,Midtown,Manhattan,40.74311,-73.98303,Entire rental unit,Entire home/apt,4,0.0,245.0,180,314,219,1,1.37,772
CLEAN COMFY ROOM NYC ACCESSIBLE!!,1251372,f,Co-op City,Bronx,40.86637,-73.82048,Private room in rental unit,Private room,2,1.0,40.0,180,350,23,2,0.15,573
Elegant Uptown Historic District Garden Suite,361855,t,Washington Heights,Manhattan,40.8341081,-73.93948379999999,Entire guest suite,Entire home/apt,2,2.0,318.0,1125,322,140,1,1.08,1417
"Private room in townhouse in Brooklyn, New York",687361,f,Park Slope,Brooklyn,40.67634,-73.97666,Private room in townhouse,Private room,2,0.0,250.0,30,363,10,2,0.29,196
Spacious & Sunny in Prime Brooklyn,287733,t,Clinton Hill,Brooklyn,40.68566,-73.96781,Entire rental unit,Entire home/apt,2,1.0,181.0,1125,244,117,1,0.74,292
Shared Apartment in Brooklyn Brownstone,1708956,t,Fort Greene,Brooklyn,40.68687,-73.97074,Private room in townhouse,Private room,2,2.0,418.0,30,167,73,1,0.73,559
Rent in beautiful Sunnyside Gardens,2374190,f,Sunnyside,Queens,40.74709,-73.92056,Entire rental unit,Entire home/apt,1,1.0,113.0,365,364,4,2,0.03,468
Best double Room all included wifi,1539749,f,Bedford-Stuyvesant,Brooklyn,40.68476,-73.94867,Private room in rental unit,Private room,2,1.0,72.0,90,282,30,4,0.19,389
Modern Brownstone Duplex w/Garden,2413155,f,Boerum Hill,Brooklyn,40.68739,-73.9897,Entire townhouse,Entire home/apt,4,2.0,300.0,730,312,4,1,0.03,1228
1 Bedroom Apt - Close to JFK & City,1906804,f,East New York,Brooklyn,40.67322,-73.88109,Entire home,Entire home/apt,4,1.0,93.0,1125,136,66,1,0.41,1061
Lovely 2 BR in Brooklyn's Nicest Area,290662,t,South Slope,Brooklyn,40.66902,-73.98884,Entire condo,Entire home/apt,3,2.0,155.0,330,204,23,1,0.15,633
Big Beautiful Brooklyn Apt @ Park!,2177462,f,Prospect-Lefferts Gardens,Brooklyn,40.65712,-73.96105,Entire rental unit,Entire home/apt,2,1.0,128.0,75,41,148,1,0.93,749
Perfect apt. above L train Graham stop,1566042,f,Williamsburg,Brooklyn,40.71559,-73.94289,Private room in rental unit,Private room,2,1.0,55.0,210,344,9,1,0.06,231
"Gorgeous Park Slope, BK triplex 4BD",1903758,f,Park Slope,Brooklyn,40.66943,-73.98188,Entire townhouse,Entire home/apt,6,4.0,454.0,180,193,3,2,0.04,546
"Private,Affordable, 20 min to NYC!",1655939,f,Ridgewood,Queens,40.699,-73.90295,Entire rental unit,Entire home/apt,4,1.0,72.0,365,41,330,1,2.06,685
Cozy Lay Over Prospect Heights,2427868,f,Prospect Heights,Brooklyn,40.67379,-73.96623,Private room in rental unit,Private room,2,1.0,143.0,30,365,229,1,1.55,793
Dream Room in Sunnyside New York - Female Only,2954200,f,Sunnyside,Queens,40.74109,-73.92398,Private room in rental unit,Private room,1,1.0,60.0,90,305,28,1,0.19,383
Historic Brownstone Garden Apt,2837163,f,Bedford-Stuyvesant,Brooklyn,40.68278,-73.93863,Private room in rental unit,Private room,2,1.0,120.0,60,177,20,2,0.15,764
Sml Rm in P/Sl great for  Med/stu,210746,t,Prospect Heights,Brooklyn,40.67942,-73.97252,Private room in home,Private room,2,1.0,86.0,365,299,99,3,0.64,640
"Amazing Greenpoint/WBurg, BRKLN 1BR",2640845,f,Greenpoint,Brooklyn,40.72162,-73.95114,Entire condo,Entire home/apt,2,1.0,240.0,1125,77,46,1,0.29,422
UWS  Brownstone 1 BR with Large Office +Garden.,2204078,f,Upper West Side,Manhattan,40.78935,-73.97225,Entire townhouse,Entire home/apt,2,1.0,425.0,31,178,38,1,0.24,267
"Great 1 BR Apt in Kips Bay, NY",1109143,f,Kips Bay,Manhattan,40.73958,-73.98143,Private room in rental unit,Private room,1,1.0,99.0,1125,167,1,1,0.01,136
Garden Floor Apartment on Historic Landmark Block,420954,f,Clinton Hill,Brooklyn,40.68884,-73.9644,Private room in rental unit,Private room,2,1.0,200.0,60,177,30,1,0.94,953
Art & Music Salon,2233165,f,Windsor Terrace,Brooklyn,40.64885,-73.97453,Private room in rental unit,Private room,2,1.0,72.0,30,365,125,1,0.78,291
1 bdrm brownstone-west 70's-1 block Central Park,2237267,f,Upper West Side,Manhattan,40.7769,-73.97671,Entire rental unit,Entire home/apt,2,1.0,200.0,30,290,136,1,0.85,573
Bedroom With Own Bathroom and Backyard,137814,f,Clinton Hill,Brooklyn,40.6882557,-73.9638332,Private room in rental unit,Private room,2,1.0,106.0,1125,295,539,2,3.38,394
"Beautiful, Spacious 4 BR Brooklyn Brownstone",2450665,f,South Slope,Brooklyn,40.66609,-73.98472,Entire home,Entire home/apt,2,4.0,674.0,1125,363,17,1,0.15,453
Room in modern Willamsburg apartment Brooklyn,2426779,t,Williamsburg,Brooklyn,40.7149363238612,-73.96085072130779,Private room in condo,Private room,2,1.0,161.0,7,182,251,1,1.6,902
Theatrical Escape in NYC’s Flavor District”,361254,f,Hell's Kitchen,Manhattan,40.76448,-73.98667,Private room in rental unit,Private room,1,1.0,80.0,120,302,0,1,0.0,236
